indicator_id,region_id,date,value,zip_code
ZSFH,58928,2020-01-31,300658.0,2830
ZSFH,58929,2020-01-31,367583.0,2831
ZSFH,58930,2020-01-31,310907.0,2832
ZSFH,58931,2020-01-31,268899.0,2833
ZSFH,58932,2020-01-31,668155.0,2835
ZSFH,58933,2020-01-31,286164.0,2836
ZSFH,58934,2020-01-31,574206.0,2837
ZSFH,58935,2020-01-31,299272.0,2838
ZSFH,58936,2020-01-31,303844.0,2839
ZSFH,58937,2020-01-31,576965.0,2840
ZSFH,58939,2020-01-31,448666.0,2842
ZSFH,58940,2020-01-31,364589.0,2852
ZSFH,58942,2020-01-31,339927.0,2857
ZSFH,58943,2020-01-31,281942.0,2858
